review,rating
Very nice productREAD MORE,5
"1 out of 6 is not working, rest is fine, how we claim warrenty online.READ MORE",3
Very niceREAD MORE,5
Nice productREAD MORE,3
very nice product thank you Flipkart☺☺☺🙂🙂READ MORE,5
Good product...READ MORE,4
Quality of bulb is good.The colour temperature of the bulb is awesomeREAD MORE,5
Thank youREAD MORE,5
Nice productREAD MORE,5
Fabulousss product hy flipkart thnku flipkartREAD MORE,5
GoodREAD MORE,4
Nice productREAD MORE,4
Packing is bad....but led bulb is good.READ MORE,4
Best ledREAD MORE,4
Very niceREAD MORE,4
goodREAD MORE,5
Awesome productREAD MORE,5
In combo pack 1 is working and 2nd is uselessREAD MORE,1
Best in market 👌READ MORE,5
"I got one defective pic bt this product is awesome, cheap and best, light quality is good or brand pr to blindness believe h.......Thnk you flipkart........READ MORE",5
Good product 👍READ MORE,5
NiceREAD MORE,5
good productREAD MORE,5
"It's ok, good.READ MORE",4
NiceREAD MORE,5
GoodREAD MORE,4
Very niceREAD MORE,5
Product is as per specification. Quality is good. Delivery is before time. Delivery Man displayed good behaviour along with appropriate Covid-19 protocol. Amazing experience to shop with flipkart.READ MORE,5
Very nice productREAD MORE,5
worth for money and quality also goodREAD MORE,5
NiceREAD MORE,5
Nice productREAD MORE,5
Nc productREAD MORE,5
Fully satisfiedREAD MORE,5
Does awesome job.READ MORE,5
GoodREAD MORE,4
AwesomeREAD MORE,5
Worthy productREAD MORE,5
Awsome product..READ MORE,5
Very nice very niceREAD MORE,5
Nice productREAD MORE,4
NiceREAD MORE,2
Awesome... Completely satisfied..READ MORE,5
OkREAD MORE,3
Brightness lowREAD MORE,3
Eveready bulb is good and brightness is to goodREAD MORE,5
Very nice productREAD MORE,5
Super qwalityREAD MORE,4
Value for money productREAD MORE,5
MUST BUYREAD MORE,5
GoodREAD MORE,5
GoodREAD MORE,4
GoofREAD MORE,5
Good bulbREAD MORE,5
Very nice ledREAD MORE,5
Good quality @ cheap priceREAD MORE,5
Good productREAD MORE,4
OkREAD MORE,3
Nice 👍READ MORE,5
OkREAD MORE,4
Good niceREAD MORE,4
Good product..READ MORE,5
Very nice bulbs....READ MORE,5
Wonderful..READ MORE,4
Good product at this priceREAD MORE,5
Nice goodREAD MORE,5
NiceREAD MORE,5
Good productREAD MORE,4
"Seller is good, on time delivery.product are original . Thanks to flipkartREAD MORE",4
I will give 5rating after use but delivery was very fast and bulbs are looking good.READ MORE,4
GoodREAD MORE,5
Value of moneyREAD MORE,5
Very  small in size.not satisfy.it is looking old stocks.READ MORE,1
Good👍READ MORE,4
Awesome.Thanks flipcart.READ MORE,5
defective product receivedREAD MORE,1
GoodREAD MORE,5
GoodREAD MORE,4
Very nice qualityREAD MORE,5
ExcellentREAD MORE,5
Very goodREAD MORE,5
Must buyREAD MORE,5
Awesome but no battery with itREAD MORE,5
Super brightness is superREAD MORE,5
NiceREAD MORE,4
GoodREAD MORE,4
Very good product you must buy without any problemsREAD MORE,5
GoodREAD MORE,5
Very nice productREAD MORE,4
"Very Poor Quality, out of two lights one light is not working.READ MORE",1
Supper niceREAD MORE,5
Worst 👎READ MORE,1
Good productREAD MORE,5
OkREAD MORE,4
Good productREAD MORE,5
The colour tone is not white(cool) but a little yellowish(warm)READ MORE,4
Ordered yesterday evening. Received today morning 9 AM. Wow!READ MORE,5
I am happyREAD MORE,5
Super but Date feilREAD MORE,5
Good qualityREAD MORE,3
PRODUCT IS GOODREAD MORE,5
Local productNot workingWaste of moneyREAD MORE,1
"Awesome products, Might be priced looks highREAD MORE",5
OkREAD MORE,3
Good productREAD MORE,4
Delivery boy is very fast.... ThaknksREAD MORE,5
Superb quality with enough brightness to illuminate a room size of 150-200 square feet. Value for money with free AA batteriesREAD MORE,5
niceREAD MORE,5
Very Nice product👌👌👌READ MORE,5
Thanks flipcartREAD MORE,5
It's the best of bulbsREAD MORE,5
Good product but time is not goodREAD MORE,4
GdREAD MORE,4
GoodREAD MORE,5
NiceREAD MORE,3
awesomeREAD MORE,5
Very poorREAD MORE,1
Supar prodectREAD MORE,5
Genuine product in affordable price. Just go for it.READ MORE,5
GoodREAD MORE,5
good productREAD MORE,4
ExcellentREAD MORE,5
GoodREAD MORE,4
GoodREAD MORE,5
GoodREAD MORE,5
GoodREAD MORE,5
MediumREAD MORE,4
GoodREAD MORE,5
So goodREAD MORE,4
"Nice product, well workingREAD MORE",5
I got 3 bulb ...but 1bulb had little broken at lower part.READ MORE,3
Brightness is too good... ❤❤❤❤READ MORE,5
Best quality travel to 10 watt LED bulb on budgetREAD MORE,4
GoodREAD MORE,4
Reasonable product with effective priceREAD MORE,5
GoodREAD MORE,5
Good productREAD MORE,4
NiceREAD MORE,5
nice and bright bulb.READ MORE,5
Best BulbREAD MORE,5
Good bulb under 200READ MORE,5
Very nice product go for itREAD MORE,4
Nice productsREAD MORE,4
SuperREAD MORE,5
Good productREAD MORE,5
"Very low brightness, one bulb found defective out of 2..READ MORE",1
Good ProductREAD MORE,5
Very good productREAD MORE,3
Nice dealREAD MORE,5
Very niceREAD MORE,5
GoodREAD MORE,5
GoodREAD MORE,5
NiceREAD MORE,3
GoodREAD MORE,4
Brighter than othersREAD MORE,4
Value for moneyREAD MORE,4
As of now it's good working..READ MORE,4
Nice one thanks flipcartREAD MORE,4
OkREAD MORE,5
Nice bolbREAD MORE,5
Nice productREAD MORE,5
NiceREAD MORE,5
NiceREAD MORE,4
Good workingREAD MORE,5
I got damaged bulb....READ MORE,3
I think it's a average product not bad u can try it ......READ MORE,3
Good productREAD MORE,5
WorstREAD MORE,1
Good Quality...READ MORE,5
Four twentyBooking time lumen 1400But real product with 850 lumen why?READ MORE,1
Very good LED bulbREAD MORE,5
GoodREAD MORE,5
More brightness than Syska LED BulbREAD MORE,4
This product is damaged..READ MORE,1
A good product from a reputed company.Brought it through super coin. So can't say about its price. Though supercoins charged for 3 piece lamps could have been little bit less..It brightens a small room very very well.For large rooms it is also very good. one can smoothly study by liting this lamp.Could not comment about energy efficiency.Because we don't have options to monitor that.Otherwise a good product.READ MORE,5
Ok.awesome productREAD MORE,5
GoodREAD MORE,3
Very good.. thank youREAD MORE,4
SuperREAD MORE,5
Nice ReasonableREAD MORE,5
Better than other brandsREAD MORE,5
Good productREAD MORE,5
Good productREAD MORE,5
Nice producyREAD MORE,5
Bought it for 49 with supercoins......very nice at this rateREAD MORE,5
Very  goodREAD MORE,5
Eveready for EVERYBODY......READ MORE,4
Nice productREAD MORE,5
Nice productREAD MORE,5
Brightness is slowly slowly downREAD MORE,3
GoodREAD MORE,5
"Excellent product. Very good light output even compared to 10W competitor products. Bulb has good weight to it. This does not indicate that it is electronically better, possibly mechanically stronger and use of thicker heatsink inside added to weight. I have been using these bulbs for more than a year (earlier purchase) without any issues hence purchased again from this brand only. Did not require customer care so no information related to warranty claims yet.READ MORE",5
ExcellentREAD MORE,5
Very good productREAD MORE,5
Really bright and working well.READ MORE,5
GoodREAD MORE,5
Two bulb are not workingREAD MORE,2
Very nice productsREAD MORE,4
Go for itREAD MORE,5
Good productREAD MORE,5
Good light working goodREAD MORE,5
"These product is very good, and value of money 🤑READ MORE",5
GudREAD MORE,5
Nice productREAD MORE,5
GoodREAD MORE,4
5 star is for super fast delivery. And about the product? Not used yetREAD MORE,5
NiceREAD MORE,5
Very good productsREAD MORE,5
OkREAD MORE,4
Good productREAD MORE,5
Brightness /Light of Bulb is equal to 14W.Thank you eveready...READ MORE,5
Not badREAD MORE,3
Two day on light one light is goneREAD MORE,1
Super quality and high brightness save energyREAD MORE,5
HappyREAD MORE,5
I used it... It is better than wipro bulbREAD MORE,4
Good quality product by flipkart and timely delivery. Thanks to flipkart courier service.READ MORE,5
Vary nice 👌👌👌👌👌👌👌👌👌 BulbREAD MORE,5
Ok good nicely productsREAD MORE,5
GoodREAD MORE,5
Very nice productREAD MORE,5
worth for money and quality also goodREAD MORE,5
NiceREAD MORE,5
Nice productREAD MORE,5
Nc productREAD MORE,5
Fully satisfiedREAD MORE,5
Does awesome job.READ MORE,5
GoodREAD MORE,4
AwesomeREAD MORE,5
Worthy productREAD MORE,5
Very wellREAD MORE,5
It is so nice BulbREAD MORE,5
Value for money 👍READ MORE,4
AwesomeREAD MORE,4
I just opened the pack and surprised to see that 6 aa batteries are also there as a gift. Thanks flipkart.READ MORE,4
Delivery too fast and delivery person is also so goodREAD MORE,4
GoodREAD MORE,4
good product must buy...READ MORE,5
Good but refurbished oneREAD MORE,5
Too goodREAD MORE,5
Value for money productREAD MORE,5
MUST BUYREAD MORE,5
GoodREAD MORE,5
GoodREAD MORE,4
GoofREAD MORE,5
Good bulbREAD MORE,5
Very nice ledREAD MORE,5
Nice product isREAD MORE,5
It is a very best product.... It's bright too... but lets see that for  how many days it will be there...👍👍☺READ MORE,5
Nice productsAnd brightness is wellREAD MORE,5
👍goodREAD MORE,5
"good,READ MORE",3
After using 20 days bulb not glowing... Total waste of moneyREAD MORE,1
"lighting is a very low I don,t like itREAD MORE",1
Nice productsREAD MORE,4
NiceREAD MORE,5
with best priceREAD MORE,4
One is defective please replace it all others are okayREAD MORE,1
Average productREAD MORE,4
ExcellentREAD MORE,5
Good productREAD MORE,4
Very goodREAD MORE,5
Good productREAD MORE,5
goodREAD MORE,4
One FUSED led bulb is included inside the packet....READ MORE,3
PerfectREAD MORE,5
Very good product ☺️ I am happy 😊READ MORE,5
2 of them started blinking after 2 week...READ MORE,1
GoodREAD MORE,3
GoodREAD MORE,5
"good quality, Nice productREAD MORE",5
Good bulbs and quality of the bulbs is also good... The colour of the bulbs is pure white..... Best deal and must buy.. Got it in 💯READ MORE,5
GoodREAD MORE,4
GoodREAD MORE,4
Not goodREAD MORE,1
goodREAD MORE,5
Battary not goodREAD MORE,1
Good light I got them just on time but as I give wrong location so I had to try a little bit harder.READ MORE,4
Good productREAD MORE,5
Good productREAD MORE,5
Very niceREAD MORE,5
Nice productREAD MORE,4
Good in market for the priceREAD MORE,4
"It's good product and save our money also, thanks EvereadyREAD MORE",5
Super fantastic product 👍READ MORE,5
Good productREAD MORE,5
Iam 😊happyREAD MORE,4
Value for moneyREAD MORE,5
NiceREAD MORE,3
Nice bulb working goodREAD MORE,5
1 bulb is damaged.READ MORE,1
One bulb is not working. Don't buy. Seems repaired bulb. UselessREAD MORE,1
It is nice productREAD MORE,5
Very niceREAD MORE,5
"Quality is good,  the free battery size is medium, it only fits for clock.READ MORE",4
Excellent productREAD MORE,5
Best purchase I have ever made... Very useful when electricity is gone... The light becomes dim when there is no electricity but it is manageble..READ MORE,4
Overall goodREAD MORE,4
Good product. Brightness is good.Free cells given.READ MORE,5
After 8 months the bulb was stop working don't buy thisREAD MORE,1
Good productREAD MORE,5
Cheap and good thanks for saleaer. flipkart and delivery men.READ MORE,4
Very good led bulbREAD MORE,5
Very nice productREAD MORE,4
Thank youREAD MORE,5
NiceREAD MORE,4
GoodREAD MORE,4
OkREAD MORE,5
SuperREAD MORE,4
Excellent awesome good qualityREAD MORE,5
Genuine product in affordable price. Just go for it.READ MORE,5
GoodREAD MORE,5
good productREAD MORE,4
ExcellentREAD MORE,5
GoodREAD MORE,4
GoodREAD MORE,5
GoodREAD MORE,5
Good workingREAD MORE,5
GoodREAD MORE,4
Nice products in LED lightREAD MORE,4
Good productREAD MORE,4
That is goodREAD MORE,5
Good qualityREAD MORE,4
Awesome product having good intensity of lightREAD MORE,5
NiceREAD MORE,5
Nice productsREAD MORE,5
Products IS Vary GoodREAD MORE,5
GoodREAD MORE,5
Good productREAD MORE,4
NiceREAD MORE,5
nice and bright bulb.READ MORE,5
Best BulbREAD MORE,5
Good bulb under 200READ MORE,5
Very nice product go for itREAD MORE,4
Nice productsREAD MORE,4
SuperREAD MORE,5
Good productREAD MORE,5
Very good product thank you 🙂READ MORE,5
Very impressiveREAD MORE,4
Good product but its have only 2star for that i don't know how much it consume electricity.READ MORE,3
good product & serviceREAD MORE,5
Light performance is perfect....and the product is very nice....READ MORE,4
Nice productREAD MORE,4
Very goodREAD MORE,5
Very badREAD MORE,1
ExcellentREAD MORE,5
Awesome products 👍 Delivery Bro is very dedicated to the work👍✌️READ MORE,5
Great productREAD MORE,5
"Nice led bulb,must buy...READ MORE",5
GreatREAD MORE,5
Not upto the mark. Low brightness as compared to Bajaj .READ MORE,3
AwesomeREAD MORE,4
Nice productREAD MORE,3
GoodREAD MORE,4
Super ❤️READ MORE,3
Gud product. Packing was good. Good and fast delivery for filpkart.READ MORE,5
Good noREAD MORE,5
Nice very good    I am very happy😁😁😁😁😁😁😁READ MORE,5
HappyREAD MORE,4
GoodREAD MORE,5
HappyREAD MORE,5
GoodREAD MORE,3
SuperREAD MORE,4
Waw goodREAD MORE,5
Thank you FlipkartREAD MORE,4
Out of d 3 bulbs 1 bulb is very poor lightingREAD MORE,3
NiceREAD MORE,5
SuperREAD MORE,5
Nice ReasonableREAD MORE,5
Better than other brandsREAD MORE,5
Good productREAD MORE,5
Good productREAD MORE,5
Nice producyREAD MORE,5
Bought it for 49 with supercoins......very nice at this rateREAD MORE,5
4 bulb +4 battery. money  worthREAD MORE,3
Good productsREAD MORE,5
Good quality bulbREAD MORE,5
Gud prodktREAD MORE,5
Super lightREAD MORE,5
Light and brightness is good for study condition. It is best product in this price rangeREAD MORE,5
GoodREAD MORE,5
Superb  product Thanks flipkartREAD MORE,4
Very goodREAD MORE,5
GoodREAD MORE,3
OkREAD MORE,2
Very good performance..READ MORE,5
Just okREAD MORE,4
GoodREAD MORE,3
Fabulous productsREAD MORE,5
Good quality 👌👌👌👌✌️✌️READ MORE,3
GoodREAD MORE,4
Good quality 💯%READ MORE,5
GoodREAD MORE,5
SuperREAD MORE,5
5 star is for super fast delivery. And about the product? Not used yetREAD MORE,5
NiceREAD MORE,5
Very good productsREAD MORE,5
Best buyREAD MORE,5
NiceREAD MORE,4
Very nice goodREAD MORE,5
I'm very happyThank you flipkartREAD MORE,4
ExcellentREAD MORE,5
Good priceREAD MORE,5
GoodREAD MORE,4
1 led is not workingREAD MORE,3
Good very happyREAD MORE,5
"Excellent product.Bright light, cool temperature and good for eyes.Must buyREAD MORE",4
SuperREAD MORE,5
Very goodREAD MORE,5
GoodREAD MORE,4
Very niceREAD MORE,5
Very GoodREAD MORE,5
Good product and fast service 👍READ MORE,3
actually 10nos purchased.2nos not working because light aluminum  holder damaged.READ MORE,3
Very good product with including battery .must buyREAD MORE,5
Light is very low this led not required to 9wattREAD MORE,1
NiceREAD MORE,5
Not so goodREAD MORE,3
Veri naicREAD MORE,4
But warranty policy whoREAD MORE,3
OssumREAD MORE,5
SuperREAD MORE,5
"Lights are quite bright as syska or panasonic 9 watt led. One led had wire to removed out, so I soldered it and it worked well. All were good and working fine.READ MORE",5
Excellent product.....READ MORE,5
GoodREAD MORE,4
GoodREAD MORE,3
Recived one fused bulb.READ MORE,1
GoodREAD MORE,4
NiceREAD MORE,5
NiceREAD MORE,5
"Good quality product, bulbs are brightREAD MORE",5
Good productREAD MORE,5
Good product thanks 😊READ MORE,3
Nice productREAD MORE,4
Nice productsREAD MORE,5
Good I like itREAD MORE,5
Good productREAD MORE,5
Timely received with good packaging and the product is good with best priceREAD MORE,5
OK.NO PROBLEM.READ MORE,5
Good lightREAD MORE,5
No coment just suparREAD MORE,5
BadREAD MORE,1
NiceREAD MORE,5
Nice productsREAD MORE,4
NiceREAD MORE,5
with best priceREAD MORE,4
NiceREAD MORE,5
Good productsREAD MORE,4
The led bulbs are very bright and sharpREAD MORE,5
Wonderful productsGood light ⭐⭐⭐⭐⭐👌👌👌READ MORE,5
Good itemREAD MORE,5
Recd. OkREAD MORE,4
It's betterREAD MORE,5
NiceREAD MORE,5
GoodREAD MORE,5
GoodREAD MORE,5
2 of them started blinking after 2 week...READ MORE,1
GoodREAD MORE,3
GoodREAD MORE,5
"good quality, Nice productREAD MORE",5
Good bulbs and quality of the bulbs is also good... The colour of the bulbs is pure white..... Best deal and must buy.. Got it in 💯READ MORE,5
GoodREAD MORE,4
GoodREAD MORE,4
Not goodREAD MORE,1
goodREAD MORE,5
Battary not goodREAD MORE,1
Nice productREAD MORE,5
SuperREAD MORE,5
SuperREAD MORE,3
NiceREAD MORE,4
SuperREAD MORE,5
Good product. But not high lable brightness not just like philips bulb. It's brightness is deam.READ MORE,3
Originall productsREAD MORE,4
Good product  😆😆😆happyREAD MORE,5
Extreme wonderful item for living room and for normal room as it brightens more as it looksREAD MORE,5
"The picture shown is not same with product,and the wattage is 10 watt but 890 lumen.flipkart doesnot reach the commitment.READ MORE",4
Value for money pack.READ MORE,5
Bulb is working for just 1 monthREAD MORE,1
GoodREAD MORE,5
"All bulbs are working very nicely, good product.READ MORE",5
Product is goodREAD MORE,4
"Quality is good,  the free battery size is medium, it only fits for clock.READ MORE",4
Excellent productREAD MORE,5
Best purchase I have ever made... Very useful when electricity is gone... The light becomes dim when there is no electricity but it is manageble..READ MORE,4
Highly recommended rather than any led bulbsREAD MORE,4
GoodREAD MORE,5
Best products 100% sureREAD MORE,5
I love the productREAD MORE,5
Avrage goodREAD MORE,4
GoodREAD MORE,3
GoodREAD MORE,5
All led bulb is fine . Highly recommended .but I didn't get cell as people mentioned in their commentsREAD MORE,5
Super productiveREAD MORE,5
GoodREAD MORE,5
Nice productsREAD MORE,5
5 star ⭐ for this great product . Cool and very bright light . Best in the market . Go for it 🏆🏆🏆READ MORE,5
Good productREAD MORE,3
BAD PRODUCT NOT WORKINGREAD MORE,1
Two defective bulb received.READ MORE,2
NiceREAD MORE,5
"Best price from Flipkart, Prompt delivery, good quality product from EvereadyREAD MORE",5
Good product but costlyREAD MORE,2
Product delivered on time and as same as shown in imageREAD MORE,4
"Best product received 4 batteries free , but don't know product  life .READ MORE",5
Good workingREAD MORE,5
GoodREAD MORE,4
Nice products in LED lightREAD MORE,4
Good productREAD MORE,4
That is goodREAD MORE,5
Good qualityREAD MORE,4
Awesome product having good intensity of lightREAD MORE,5
SuperREAD MORE,5
One bulb is not working plus i Didn't get the free battery.READ MORE,1
GoodREAD MORE,4
Good goodREAD MORE,5
Superb bulbs bright white light !!!READ MORE,5
BestREAD MORE,5
Great productREAD MORE,5
BestREAD MORE,5
Best led light comboREAD MORE,5
Nice 👌READ MORE,5
Excellent productREAD MORE,5
Nice Product..Go for It..READ MORE,5
okREAD MORE,4
Super light better than 9 Watts bulbREAD MORE,4
Good lightREAD MORE,5
Very good productREAD MORE,3
GoodREAD MORE,4
Very very very very goodREAD MORE,5
Very badREAD MORE,1
ExcellentREAD MORE,5
Awesome products 👍 Delivery Bro is very dedicated to the work👍✌️READ MORE,5
Great productREAD MORE,5
"Nice led bulb,must buy...READ MORE",5
GreatREAD MORE,5
Not upto the mark. Low brightness as compared to Bajaj .READ MORE,3
AwesomeREAD MORE,4
Nice productREAD MORE,3
GoodREAD MORE,4
Nice.READ MORE,4
Value for moneyREAD MORE,5
bad productREAD MORE,1
GoodREAD MORE,4
NiceREAD MORE,4
Very good it gives very bright light. Worth every pennyREAD MORE,5
Good qualityREAD MORE,5
I always prefer this brand bcoz of Best Quality.Also u can get Free AA batteries on this.Thank u Flipcart.READ MORE,4
"Good product in 170 rupees, 2 star energy ratingREAD MORE",4
Bad product this product not working very bad productREAD MORE,1
Good lights with AA BatteriesREAD MORE,3
NiceREAD MORE,4
GoodREAD MORE,4
Nice productsREAD MORE,4
OkREAD MORE,3
Good but not bestREAD MORE,3
Good quality bulbREAD MORE,5
Fused within 5 months of useREAD MORE,1
Best service on time without delay and courier boy is excellent for communicationREAD MORE,5
AverageREAD MORE,4
Very good Product 👍👍👍👍👍👍👍👍👍👍👍READ MORE,5
Brightness not as it was before.READ MORE,3
4 bulb +4 battery. money  worthREAD MORE,3
Good productsREAD MORE,5
Good quality bulbREAD MORE,5
Gud prodktREAD MORE,5
Super lightREAD MORE,5
Light and brightness is good for study condition. It is best product in this price rangeREAD MORE,5
GoodREAD MORE,5
GoodREAD MORE,5
Best bulb everWorth itREAD MORE,4
DoodREAD MORE,4
SuperREAD MORE,5
Good product and fast deliveryREAD MORE,5
Working good condition...thank u flipkartREAD MORE,5
Very niceREAD MORE,5
GoodREAD MORE,5
NiceREAD MORE,5
OkREAD MORE,4
Good quality 💯%READ MORE,5
GoodREAD MORE,5
SuperREAD MORE,5
Local led bulb given as using eveready nameREAD MORE,4
SuperREAD MORE,5
BadREAD MORE,1
All bulb was good when tested.. battery was not including with my order.READ MORE,5
Nice productsREAD MORE,5
Very nice.... ItemREAD MORE,5
Not as shown in the piREAD MORE,3
Very niceREAD MORE,4
Good Brightness but about warranty how lasting it would beREAD MORE,5
Good illumination...best price...READ MORE,4
CoolREAD MORE,4
Nice bulb in less cost. I was using from 4 month still the power of bulb had not went must buy.. I love this product..READ MORE,4
Not too good in looks...READ MORE,3
"Awesome 😍😍😍😍 , FAST delivery within 24 hr GREAT BULB is Fabulous , BrighterREAD MORE",5
Very GoodREAD MORE,5
Good product and fast service 👍READ MORE,3
actually 10nos purchased.2nos not working because light aluminum  holder damaged.READ MORE,3
NiceREAD MORE,5
Awesome great deal thank u flipkartREAD MORE,5
GoodREAD MORE,5
ExcellentREAD MORE,5
NiceREAD MORE,5
Good product 👍READ MORE,4
Price is high product is good but not justify the price...READ MORE,4
nice product..READ MORE,4
The bulbs were not working at all. Not expected.READ MORE,2
Excellent Product with extra glow and pure DAYLIGHT. I have purchase it twice for my home.READ MORE,5
NiceREAD MORE,5
Very good lightREAD MORE,5
Nice productsREAD MORE,5
Good I like itREAD MORE,5
Good productREAD MORE,5
Timely received with good packaging and the product is good with best priceREAD MORE,5
OK.NO PROBLEM.READ MORE,5
NiceREAD MORE,4
Good lightREAD MORE,5
Good productREAD MORE,4
Not so goodREAD MORE,1
Best value productREAD MORE,5
Awesome productREAD MORE,3
Expectation not meet....very poor packaging....1 bulp came out pf the box.READ MORE,2
Best prodect light  qwalty super thenks flipkartREAD MORE,5
Good oneREAD MORE,4
A must buy product. Reasonable prices in hereREAD MORE,5
GoodREAD MORE,5
Ok okREAD MORE,3
Good product long lasting service bulbREAD MORE,4
It was good but one of it was fused in 2-3 daysREAD MORE,4
It was a profitable deal. Thanx to flipkartREAD MORE,4
Good brightness ❤️READ MORE,5
Not same led bulbREAD MORE,3
Not badREAD MORE,4
Very goodREAD MORE,5
This product no not sameREAD MORE,3
Nice productREAD MORE,5
Nice bulbREAD MORE,5
Awesome 👍 on timeREAD MORE,5
AwesomeREAD MORE,5
Nice product.READ MORE,4
Good products no problemREAD MORE,5
Nice product and worth for moneyREAD MORE,5
NiceREAD MORE,4
Good product value for moneyREAD MORE,4
"Good Lighting,Best Product At This Price 199/- onlyREAD MORE",5
HorribleREAD MORE,1
Very very niceREAD MORE,5
Nice👍👍READ MORE,4
Bulb was Right but cover damaged  . Thank youREAD MORE,3
Good product  😆😆😆happyREAD MORE,5
Extreme wonderful item for living room and for normal room as it brightens more as it looksREAD MORE,5
"The picture shown is not same with product,and the wattage is 10 watt but 890 lumen.flipkart doesnot reach the commitment.READ MORE",4
Nice  Good calite  Delivere it's good 👍READ MORE,4
Value for money pack.READ MORE,5
Nice must buyREAD MORE,3
Bulb is working for just 1 monthREAD MORE,1
GoodREAD MORE,5
Good qualityREAD MORE,4
Good and brightREAD MORE,5
There is a damage products in this set I have purchased 6set that is very good in this very bad quality I thought it is fake like copy productionREAD MORE,1
Very good product i am happy and very fast delivery thnxx flipkart 😍😍😍😍😍😍😍❤️❤️READ MORE,5
Good product & fastest delivery....5starREAD MORE,5
BadREAD MORE,1
Very niceREAD MORE,4
Quility is not good as its must beREAD MORE,1
Excellent productREAD MORE,5
"bad quality ,,READ MORE",1
NicelyREAD MORE,3
GoodREAD MORE,4
All were workingREAD MORE,5
Very marvelous product...I am very thankful to flipkart giving this product at cheap and best rate..READ MORE,5
ExcellentREAD MORE,5
Got at lower price compared to local storeREAD MORE,4
Good product no issueREAD MORE,4
Value forREAD MORE,4
Nice glowing & brighREAD MORE,5
Nice 🙂READ MORE,5
GoodREAD MORE,5
NiceREAD MORE,4
niceeREAD MORE,5
OkREAD MORE,5
Superb bulb as compared with 9W bulb with other brand it's amazing brightness.... Too happy with Everyday and for giving 6 batteries free with bulbs... Thanks Eveready and Flipkart for delivered on time....READ MORE,5
Good productREAD MORE,5
good delivery good lightREAD MORE,5
Excellent LED Bulb...READ MORE,5
"Not upto the mark product,very poor quality Out of 12 led bulb only 4 are working.very poor qualityREAD MORE",1
NiceREAD MORE,5
AverageREAD MORE,3
Just okREAD MORE,3
Supar light low price enjoyREAD MORE,5
This bulb is nice lightingREAD MORE,5
GoodREAD MORE,3
It’s ok can buyREAD MORE,4
Quality is good worth of money totally go for it 👌READ MORE,4
GoodREAD MORE,3
Good quality productREAD MORE,5
SuperREAD MORE,5
Good quality...👍READ MORE,5
GoodREAD MORE,4
GrtREAD MORE,3
Good quality niceREAD MORE,4
Nice productsREAD MORE,5
OkREAD MORE,3
Very niceREAD MORE,5
Very good productREAD MORE,3
GoodREAD MORE,4
Very very very very goodREAD MORE,5
Too good product thankyou flipkart for thisREAD MORE,5
NiceREAD MORE,4
Most of them went out in 4 monthsREAD MORE,1
BadREAD MORE,3
Not working just after one year.READ MORE,2
Not badREAD MORE,3
NiceREAD MORE,5
Bad prodactREAD MORE,1
Nice Quality......READ MORE,4
Good product worth of money thanks for Flipkart.READ MORE,4
Nice.READ MORE,4
Value for moneyREAD MORE,5
bad productREAD MORE,1
GoodREAD MORE,4
NiceREAD MORE,4
Very good it gives very bright light. Worth every pennyREAD MORE,5
Good qualityREAD MORE,5
I always prefer this brand bcoz of Best Quality.Also u can get Free AA batteries on this.Thank u Flipcart.READ MORE,4
"Good product in 170 rupees, 2 star energy ratingREAD MORE",4
Bad product this product not working very bad productREAD MORE,1
Good lights with AA BatteriesREAD MORE,3
NiceREAD MORE,4
GoodREAD MORE,4
Nice productsREAD MORE,4
Light very dimREAD MORE,3
OkREAD MORE,3
Good but not bestREAD MORE,3
Nice deliveryand smart productsREAD MORE,5
Good oneREAD MORE,4
Very nice bulb light is very brightREAD MORE,4
Best productREAD MORE,5
GudREAD MORE,4
NiceREAD MORE,5
SuperREAD MORE,4
Really nice bulb with this price range 😊READ MORE,5
Good.Bulb with 6 battery.superb itemREAD MORE,4
Good in this price rangeREAD MORE,5
Good producREAD MORE,4
All bulbs are working fine.READ MORE,5
I am 100℅ satisfiedREAD MORE,5
SuperREAD MORE,5
AwasomeREAD MORE,5
Great product.READ MORE,5
Evey product are nice  .READ MORE,3
"ok,i think itis worth.READ MORE",5
Light super yadavREAD MORE,3
900 lumens Good brightnessREAD MORE,5
GoodREAD MORE,5
NiceREAD MORE,5
OkREAD MORE,4
Good delivery boyREAD MORE,4
Good superREAD MORE,5
5 Star only to Flipkart standard Delivery time..In just 1 day.. Awesome.READ MORE,5
GoodREAD MORE,4
NiceREAD MORE,4
Thankuu filpcardREAD MORE,5
GoodREAD MORE,5
"Nice, thanks flip kart and sellerREAD MORE",5
good productREAD MORE,5
Good they are ..illuminated my home ..READ MORE,5
Seems not good quality bulb. Bought on October 2020. 2 bulbs  suddenly stopped working after 3 months. Daily maximum 2-3 hours is used.READ MORE,3
Nice performanceREAD MORE,4
Good qualityREAD MORE,4
GoodREAD MORE,5
Good ProductREAD MORE,5
Good product excellent light .. better from syska and orient bulb.READ MORE,5
Thanks FlipkartREAD MORE,5
100% original & good productREAD MORE,5
NicelyREAD MORE,5
GoodREAD MORE,4
usefullREAD MORE,4
GoodREAD MORE,5
GoodREAD MORE,4
Thanks  to flipkartREAD MORE,5
fabulousREAD MORE,5
Good QualityREAD MORE,5
Super product and good quality. Thnx FlipkartREAD MORE,5
Very nice productREAD MORE,5
Cheap and good.READ MORE,5
Very niceREAD MORE,5
nice product..READ MORE,4
